customer_id,tenure_months,monthly_charges,total_charges,contract_type,payment_method,internet_service,num_support_tickets,avg_monthly_gb,is_senior,has_dependents,churned
CUST-00028,12,108.75,1339.4,month_to_month,electronic_check,none,1,,0,0,1
CUST-00029,25,98.29,2430.39,one_year,credit_card,dsl,0,33.2,0,0,0
CUST-00030,22,36.73,802.08,one_year,mailed_check,dsl,4,105.3,0,0,0
CUST-00031,64,76.58,4909.44,month_to_month,mailed_check,none,5,,0,0,0
CUST-00032,54,96.44,5358.43,month_to_month,mailed_check,none,2,,0,0,0
CUST-00033,71,117.31,8118.78,month_to_month,credit_card,fiber_optic,1,115.8,0,0,0
CUST-00034,3,108.06,315.77,month_to_month,bank_transfer,none,4,,0,0,1
CUST-00035,9,33.12,304.2,month_to_month,bank_transfer,fiber_optic,3,51.0,1,0,1
CUST-00036,19,51.31,967.21,month_to_month,credit_card,dsl,1,124.7,0,0,0
CUST-00037,59,56.28,3344.43,month_to_month,mailed_check,fiber_optic,3,168.0,0,0,0
CUST-00038,46,50.63,2289.53,month_to_month,bank_transfer,dsl,1,78.7,0,0,0
CUST-00039,8,63.18,504.99,month_to_month,credit_card,fiber_optic,3,166.5,0,0,1
CUST-00040,26,81.24,2050.83,month_to_month,bank_transfer,dsl,3,94.0,0,0,1
CUST-00041,49,112.46,5561.66,two_year,electronic_check,fiber_optic,2,107.1,0,0,1
CUST-00042,32,107.11,3483.09,month_to_month,electronic_check,fiber_optic,2,165.6,1,1,1
CUST-00043,8,66.15,542.64,one_year,bank_transfer,none,1,,0,0,0
CUST-00044,51,106.21,5543.27,two_year,credit_card,fiber_optic,1,36.1,0,1,0
CUST-00045,40,93.64,3711.77,month_to_month,credit_card,none,3,,0,1,0
CUST-00046,55,76.49,4105.69,month_to_month,credit_card,fiber_optic,3,322.9,1,0,0
CUST-00047,52,35.54,1897.15,month_to_month,mailed_check,none,1,,0,0,0
CUST-00048,4,18.88,74.16,two_year,bank_transfer,fiber_optic,0,183.8,0,1,0
CUST-00049,61,72.25,4345.63,two_year,electronic_check,fiber_optic,1,77.8,0,1,0
CUST-00050,15,118.68,1755.59,two_year,bank_transfer,fiber_optic,2,42.6,0,0,0
CUST-00051,32,110.83,3523.33,one_year,mailed_check,none,1,,1,0,0
CUST-00052,18,102.24,1864.65,month_to_month,mailed_check,fiber_optic,2,73.1,0,0,1
CUST-00053,43,83.53,3534.41,two_year,credit_card,none,1,,0,0,0
CUST-00054,47,25.51,1209.84,month_to_month,electronic_check,dsl,1,96.3,0,1,0
CUST-00055,28,65.26,1829.66,one_year,bank_transfer,fiber_optic,2,53.4,0,0,0
CUST-00056,61,23.15,1373.37,one_year,mailed_check,dsl,2,81.4,0,0,0
CUST-00057,8,82.79,649.59,two_year,mailed_check,fiber_optic,1,33.0,0,0,0
CUST-00058,15,106.29,1569.28,month_to_month,mailed_check,dsl,2,128.0,0,1,0
CUST-00059,59,48.47,2842.68,one_year,bank_transfer,dsl,1,81.2,1,0,0
CUST-00060,54,36.15,1898.68,one_year,bank_transfer,fiber_optic,0,151.7,0,0,0
CUST-00061,21,61.6,1298.37,one_year,mailed_check,none,1,,0,0,1
CUST-00062,54,82.29,4449.44,one_year,credit_card,fiber_optic,2,66.4,0,0,0
CUST-00063,67,56.79,3836.19,month_to_month,credit_card,fiber_optic,4,201.0,0,0,0
CUST-00064,12,103.26,1233.34,month_to_month,mailed_check,fiber_optic,1,33.5,0,0,1
CUST-00065,44,115.89,5214.21,month_to_month,credit_card,fiber_optic,1,25.6,0,0,0
CUST-00066,59,48.38,2874.4,two_year,mailed_check,dsl,2,90.0,0,0,0
CUST-00067,64,118.1,7730.4,month_to_month,bank_transfer,fiber_optic,0,114.9,0,1,1
CUST-00068,61,109.45,6862.13,month_to_month,credit_card,fiber_optic,1,46.0,0,0,1
CUST-00069,34,91.86,3112.13,one_year,bank_transfer,dsl,1,50.1,0,0,0
CUST-00070,5,107.58,523.84,month_to_month,electronic_check,fiber_optic,0,105.9,0,0,1
CUST-00071,15,72.74,1103.84,one_year,bank_transfer,dsl,2,97.3,0,1,0
CUST-00072,9,33.16,292.5,month_to_month,electronic_check,dsl,2,63.8,0,0,1
CUST-00073,17,82.59,1430.53,two_year,credit_card,fiber_optic,2,141.2,0,1,0
CUST-00074,42,40.09,1668.44,month_to_month,electronic_check,dsl,3,124.7,0,0,0
CUST-00075,46,90.95,4108.14,month_to_month,electronic_check,fiber_optic,2,33.3,0,0,0
CUST-00076,54,83.17,4524.23,one_year,bank_transfer,fiber_optic,2,97.9,0,0,0
CUST-00077,70,26.14,1783.92,month_to_month,electronic_check,dsl,1,19.6,1,0,0
CUST-00078,61,33.81,2113.85,month_to_month,credit_card,dsl,0,25.8,0,1,0
CUST-00079,19,84.72,1626.96,month_to_month,bank_transfer,dsl,0,88.6,0,0,0
CUST-00080,34,21.27,727.28,month_to_month,credit_card,fiber_optic,1,113.9,0,1,0
CUST-00081,35,38.18,1297.62,month_to_month,credit_card,dsl,3,137.4,0,0,0
CUST-00082,21,82.15,1702.72,month_to_month,electronic_check,dsl,0,257.0,0,0,0
CUST-00083,55,105.6,5739.68,month_to_month,credit_card,none,2,,1,0,0
CUST-00084,72,45.83,3308.34,month_to_month,electronic_check,fiber_optic,1,151.2,0,1,0
CUST-00085,15,26.93,397.67,month_to_month,bank_transfer,none,1,,0,0,0
CUST-00086,46,89.47,4158.65,month_to_month,credit_card,fiber_optic,1,80.9,0,0,0
CUST-00087,14,40.21,571.81,month_to_month,credit_card,dsl,1,126.8,0,1,0
CUST-00088,25,38.15,981.95,one_year,electronic_check,fiber_optic,2,119.0,0,0,0
CUST-00089,26,109.89,2875.61,one_year,electronic_check,dsl,1,68.5,0,0,0
CUST-00090,45,77.47,3493.55,two_year,credit_card,dsl,0,314.8,0,0,0
CUST-00091,18,81.57,1467.88,one_year,credit_card,fiber_optic,2,121.3,0,1,1
CUST-00092,63,89.72,5618.91,month_to_month,credit_card,dsl,3,83.9,0,0,0
CUST-00093,49,25.6,1222.19,month_to_month,mailed_check,dsl,3,92.4,0,0,0
CUST-00094,46,114.91,5165.59,month_to_month,mailed_check,none,1,,0,0,1
CUST-00095,58,44.66,2640.05,month_to_month,bank_transfer,dsl,0,202.0,0,0,0
CUST-00096,31,29.27,933.97,one_year,bank_transfer,fiber_optic,1,219.2,0,0,0
CUST-00097,37,80.43,3032.79,month_to_month,electronic_check,fiber_optic,3,39.6,0,0,0
CUST-00098,14,89.06,1240.86,two_year,electronic_check,fiber_optic,2,117.3,0,0,1
CUST-00099,58,48.72,2832.21,two_year,credit_card,none,1,,0,0,0
CUST-00100,46,69.26,3203.95,one_year,credit_card,dsl,2,184.4,0,0,0
CUST-00101,10,62.72,642.51,month_to_month,electronic_check,dsl,2,200.2,1,0,1
CUST-00102,29,101.73,2979.34,one_year,electronic_check,fiber_optic,1,128.1,0,0,0
CUST-00103,6,27.59,169.86,month_to_month,bank_transfer,none,3,,0,0,1
CUST-00104,62,43.18,2607.82,one_year,credit_card,dsl,1,299.9,0,0,0
CUST-00105,43,98.47,4357.26,month_to_month,mailed_check,dsl,2,44.3,0,0,0
CUST-00106,44,55.55,2442.19,two_year,mailed_check,fiber_optic,1,240.3,0,1,0
CUST-00107,67,96.55,6310.18,month_to_month,credit_card,fiber_optic,2,56.8,0,0,1
CUST-00108,5,31.07,155.78,month_to_month,electronic_check,fiber_optic,1,91.7,1,0,1
CUST-00109,62,27.16,1681.86,one_year,mailed_check,fiber_optic,1,28.4,1,0,0
CUST-00110,51,94.57,4702.94,one_year,credit_card,dsl,4,67.2,0,0,0
CUST-00111,68,70.13,4908.85,two_year,credit_card,none,3,,0,1,0
CUST-00112,20,103.65,2014.78,month_to_month,credit_card,dsl,2,118.2,0,1,1
CUST-00113,23,81.64,1863.14,month_to_month,credit_card,fiber_optic,1,108.8,0,1,1
CUST-00114,61,109.96,6696.01,month_to_month,credit_card,dsl,2,125.7,0,0,0
CUST-00115,31,34.14,1086.62,one_year,credit_card,fiber_optic,0,59.5,0,0,0
CUST-00116,32,86.11,2694.94,month_to_month,mailed_check,none,4,,0,0,0
CUST-00117,48,69.67,3400.33,two_year,electronic_check,fiber_optic,1,53.4,0,0,0
CUST-00118,69,116.14,7886.68,month_to_month,mailed_check,fiber_optic,3,149.6,1,0,0
CUST-00119,41,48.37,2039.45,two_year,mailed_check,none,2,,0,0,0
CUST-00120,44,28.51,1221.64,one_year,bank_transfer,fiber_optic,0,68.4,0,0,0
CUST-00121,38,97.76,3787.05,two_year,credit_card,none,1,,1,0,0
CUST-00122,55,27.22,1474.23,two_year,bank_transfer,fiber_optic,0,168.0,0,1,0
CUST-00123,61,35.13,2174.36,month_to_month,bank_transfer,dsl,1,32.7,1,0,0
CUST-00124,34,66.72,2257.95,one_year,bank_transfer,dsl,2,151.7,0,0,0
CUST-00125,20,94.87,1951.31,month_to_month,bank_transfer,dsl,1,116.9,0,0,1
CUST-00126,31,98.14,3114.33,month_to_month,bank_transfer,dsl,1,183.6,0,0,0
CUST-00127,16,102.14,1603.48,month_to_month,credit_card,dsl,0,129.2,0,0,1
CUST-00128,56,113.13,6440.67,month_to_month,mailed_check,fiber_optic,2,85.7,0,0,1
CUST-00129,47,114.06,5382.18,month_to_month,bank_transfer,none,3,,0,0,0
CUST-00130,71,96.31,6778.84,one_year,credit_card,fiber_optic,4,203.8,0,1,0
CUST-00131,71,100.65,7245.03,two_year,electronic_check,fiber_optic,2,132.5,0,0,0
CUST-00132,60,54.17,3189.05,two_year,mailed_check,fiber_optic,1,82.5,0,0,0
CUST-00133,45,46.88,2150.37,two_year,electronic_check,dsl,2,87.6,1,0,0
CUST-00134,32,80.65,2642.76,month_to_month,bank_transfer,dsl,0,113.9,0,0,0
CUST-00135,49,61.55,2940.81,one_year,credit_card,none,4,,0,0,0
CUST-00136,54,97.69,5337.89,one_year,electronic_check,fiber_optic,1,33.3,1,0,0
CUST-00137,27,106.13,2844.22,month_to_month,credit_card,fiber_optic,2,161.6,0,0,1
CUST-00138,21,74.16,1549.85,one_year,electronic_check,fiber_optic,1,124.0,0,0,0
CUST-00139,58,103.39,6063.99,month_to_month,electronic_check,dsl,2,112.7,0,0,1
CUST-00140,30,71.43,2108.05,month_to_month,electronic_check,dsl,3,84.5,0,0,1
CUST-00141,24,53.59,1321.29,month_to_month,bank_transfer,none,4,,1,0,1
CUST-00142,58,50.41,2860.88,two_year,bank_transfer,fiber_optic,1,68.3,0,1,0
CUST-00143,23,105.46,2486.86,month_to_month,electronic_check,dsl,1,61.6,0,0,1
CUST-00144,69,70.06,4882.5,month_to_month,electronic_check,fiber_optic,0,81.7,0,0,0
CUST-00145,40,78.22,3161.63,month_to_month,electronic_check,none,2,,0,1,0
CUST-00146,48,99.95,4672.86,month_to_month,bank_transfer,none,2,,0,0,0
CUST-00147,64,62.03,4088.6,one_year,credit_card,fiber_optic,2,80.1,0,0,0
CUST-00148,57,66.94,3918.81,two_year,electronic_check,fiber_optic,4,53.3,0,1,0
CUST-00149,64,66.18,4326.85,month_to_month,mailed_check,fiber_optic,2,115.8,0,0,0
CUST-00150,52,105.66,5396.82,one_year,mailed_check,fiber_optic,1,62.9,0,1,0
CUST-00151,64,38.5,2537.04,month_to_month,mailed_check,none,2,,0,0,0
CUST-00152,71,47.35,3409.84,one_year,electronic_check,fiber_optic,1,199.1,0,0,0
CUST-00153,47,94.36,4370.19,month_to_month,credit_card,dsl,1,155.9,1,0,1
CUST-00154,62,99.45,6052.55,month_to_month,electronic_check,dsl,1,47.3,0,1,0
CUST-00155,19,25.97,497.32,one_year,bank_transfer,dsl,1,109.9,0,0,0
CUST-00156,47,79.68,3707.37,one_year,electronic_check,dsl,3,109.3,0,1,0
CUST-00157,2,21.52,44.1,two_year,mailed_check,none,3,,1,1,0
CUST-00158,43,101.96,4485.41,month_to_month,electronic_check,fiber_optic,4,203.3,0,1,0
CUST-00159,72,108.3,7610.76,two_year,credit_card,dsl,3,128.3,0,0,0
CUST-00160,32,68.47,2172.82,month_to_month,mailed_check,fiber_optic,0,59.3,0,0,0
CUST-00161,41,41.36,1675.46,one_year,mailed_check,fiber_optic,0,50.9,0,0,0
CUST-00162,42,75.03,3097.99,one_year,electronic_check,fiber_optic,0,122.7,0,1,0
CUST-00163,13,83.7,1064.42,month_to_month,credit_card,fiber_optic,1,191.4,0,0,1
CUST-00164,69,69.55,4801.71,month_to_month,mailed_check,fiber_optic,1,218.0,0,1,0
CUST-00165,17,19.77,341.63,month_to_month,electronic_check,none,1,,0,1,1
CUST-00166,69,49.05,3321.6,two_year,electronic_check,dsl,1,72.0,0,1,0
CUST-00167,33,72.96,2443.78,one_year,electronic_check,dsl,1,34.1,0,1,0
CUST-00168,71,114.01,8234.89,month_to_month,bank_transfer,fiber_optic,4,43.1,0,0,0
CUST-00169,65,93.67,6055.07,month_to_month,electronic_check,none,3,,0,1,1
CUST-00170,46,21.05,985.24,one_year,mailed_check,none,3,,1,0,0
CUST-00171,36,83.85,2929.26,month_to_month,electronic_check,none,0,,0,0,0
CUST-00172,8,115.53,934.35,month_to_month,electronic_check,fiber_optic,2,124.9,1,1,1
CUST-00173,19,41.47,794.72,two_year,electronic_check,none,3,,1,0,0
CUST-00174,68,85.9,5873.14,month_to_month,electronic_check,dsl,0,101.3,0,1,0
CUST-00175,42,27.35,1130.74,one_year,electronic_check,dsl,2,44.5,0,0,0
CUST-00176,25,45.0,1113.51,one_year,credit_card,dsl,1,104.7,0,0,0
CUST-00177,9,56.38,506.69,month_to_month,bank_transfer,fiber_optic,0,40.3,0,0,1
CUST-00178,49,62.27,3003.25,month_to_month,mailed_check,fiber_optic,1,86.2,0,1,0
CUST-00179,8,115.24,927.57,one_year,electronic_check,dsl,0,66.0,0,0,1
CUST-00180,6,54.0,329.07,month_to_month,bank_transfer,fiber_optic,3,34.6,0,0,1
CUST-00181,30,88.92,2611.97,month_to_month,electronic_check,fiber_optic,0,110.9,0,0,1
CUST-00182,48,78.08,3781.04,month_to_month,bank_transfer,fiber_optic,3,251.5,0,1,0
CUST-00183,51,21.11,1061.33,month_to_month,bank_transfer,fiber_optic,1,24.6,0,0,0
CUST-00184,43,56.7,2385.37,month_to_month,bank_transfer,fiber_optic,3,172.8,0,0,0
CUST-00185,20,103.81,2127.49,month_to_month,electronic_check,fiber_optic,3,251.9,1,0,1
CUST-00186,62,105.74,6541.81,month_to_month,bank_transfer,fiber_optic,0,187.6,0,0,0
CUST-00187,16,87.74,1404.54,month_to_month,electronic_check,fiber_optic,0,16.9,0,0,1
CUST-00188,52,65.72,3519.21,one_year,electronic_check,fiber_optic,3,172.4,0,1,0
CUST-00189,7,33.33,231.85,month_to_month,mailed_check,none,2,,0,0,0
CUST-00190,37,20.36,760.25,one_year,electronic_check,fiber_optic,3,118.0,0,0,0
CUST-00191,72,61.56,4357.21,month_to_month,bank_transfer,fiber_optic,2,109.8,0,0,0
CUST-00192,12,44.7,546.74,two_year,bank_transfer,dsl,2,146.0,0,1,0
CUST-00193,60,98.34,5974.84,two_year,bank_transfer,dsl,0,50.3,0,0,0
CUST-00194,48,31.66,1542.45,month_to_month,bank_transfer,dsl,1,31.3,0,1,1
CUST-00195,15,111.43,1692.08,one_year,credit_card,fiber_optic,2,129.5,0,0,1
CUST-00196,36,86.46,3104.54,month_to_month,electronic_check,none,0,,0,1,0
CUST-00197,30,61.68,1875.78,one_year,electronic_check,fiber_optic,0,92.6,0,0,1
CUST-00198,17,25.18,428.48,one_year,electronic_check,fiber_optic,1,136.2,0,0,1
CUST-00199,21,105.82,2259.85,month_to_month,electronic_check,none,0,,0,0,1
CUST-00200,39,46.18,1825.62,month_to_month,credit_card,fiber_optic,1,142.3,0,0,1
CUST-00201,34,105.82,3636.76,month_to_month,bank_transfer,fiber_optic,1,79.9,1,1,0
CUST-00202,25,51.08,1252.26,two_year,mailed_check,dsl,0,147.0,0,1,0
CUST-00203,6,116.47,713.68,one_year,electronic_check,fiber_optic,3,127.6,0,0,1
CUST-00204,51,31.79,1600.0,month_to_month,credit_card,none,1,,0,1,0
CUST-00205,26,89.72,2268.49,month_to_month,electronic_check,fiber_optic,1,129.2,0,1,0
CUST-00206,20,66.0,1315.78,month_to_month,mailed_check,fiber_optic,1,91.8,0,0,0
CUST-00207,34,98.04,3360.78,one_year,bank_transfer,dsl,1,77.0,0,0,1
CUST-00208,65,52.12,3385.53,month_to_month,bank_transfer,fiber_optic,1,143.8,0,0,0
CUST-00209,62,22.54,1435.95,month_to_month,electronic_check,fiber_optic,3,129.0,0,1,0
CUST-00210,5,96.18,484.56,month_to_month,electronic_check,fiber_optic,2,348.0,0,0,1
CUST-00211,20,83.58,1657.84,month_to_month,electronic_check,fiber_optic,1,177.8,0,0,1
CUST-00212,10,41.24,411.7,month_to_month,credit_card,dsl,0,30.8,0,0,0
CUST-00213,52,103.26,5356.86,one_year,bank_transfer,dsl,3,74.4,1,0,0
CUST-00214,34,115.74,4015.1,month_to_month,bank_transfer,dsl,0,67.2,0,0,0
CUST-00215,3,29.14,89.15,month_to_month,electronic_check,fiber_optic,0,100.5,0,1,0
CUST-00216,38,25.79,988.25,month_to_month,electronic_check,none,2,,1,0,0
CUST-00217,28,105.45,2927.03,month_to_month,credit_card,fiber_optic,2,73.8,0,0,0
CUST-00218,27,27.98,749.87,month_to_month,credit_card,dsl,2,52.3,0,0,0
CUST-00219,25,35.7,887.12,month_to_month,credit_card,dsl,2,258.0,0,0,0
CUST-00220,69,97.28,6896.86,month_to_month,credit_card,none,0,,0,0,0
CUST-00221,63,49.88,3180.03,two_year,credit_card,dsl,0,192.3,0,0,0
CUST-00222,36,32.94,1180.36,month_to_month,electronic_check,none,0,,0,0,0
CUST-00223,70,72.31,4942.72,one_year,electronic_check,dsl,3,64.4,0,0,0
CUST-00224,67,51.04,3419.04,month_to_month,electronic_check,none,3,,0,1,0
CUST-00225,9,118.72,1040.24,month_to_month,credit_card,fiber_optic,2,27.8,0,0,1
CUST-00226,17,67.56,1121.56,month_to_month,bank_transfer,fiber_optic,2,68.9,0,1,0
CUST-00227,66,82.76,5475.58,month_to_month,credit_card,fiber_optic,0,131.3,0,1,0
CUST-00228,27,93.08,2448.21,month_to_month,electronic_check,dsl,1,62.3,0,0,1
CUST-00229,2,117.56,230.34,two_year,credit_card,dsl,1,96.8,1,0,0
CUST-00230,33,36.96,1209.59,two_year,electronic_check,dsl,1,233.8,0,0,0
CUST-00231,54,105.54,5865.6,month_to_month,electronic_check,fiber_optic,1,94.6,0,0,0
CUST-00232,49,102.45,4911.95,month_to_month,credit_card,fiber_optic,1,46.4,0,0,0
CUST-00233,53,86.81,4708.55,one_year,credit_card,none,1,,0,0,0
CUST-00234,50,83.91,4121.83,month_to_month,electronic_check,fiber_optic,1,42.3,0,1,1
CUST-00235,34,31.11,1067.66,two_year,electronic_check,dsl,5,107.3,0,0,0
CUST-00236,6,41.34,241.23,one_year,electronic_check,dsl,2,251.2,0,0,1
CUST-00237,26,52.72,1387.91,month_to_month,mailed_check,fiber_optic,1,96.9,0,0,0
CUST-00238,18,112.25,2068.53,month_to_month,bank_transfer,dsl,0,102.7,0,1,0
CUST-00239,41,67.44,2836.12,month_to_month,bank_transfer,dsl,1,280.5,0,0,0
CUST-00240,33,73.51,2455.29,month_to_month,bank_transfer,dsl,2,250.2,0,0,0
CUST-00241,25,87.05,2165.21,two_year,bank_transfer,fiber_optic,1,46.6,0,1,0
CUST-00242,31,76.74,2378.98,month_to_month,electronic_check,dsl,1,96.6,0,0,1
CUST-00243,42,54.5,2338.93,month_to_month,electronic_check,fiber_optic,1,69.7,0,1,0
CUST-00244,35,19.39,671.87,two_year,electronic_check,dsl,1,80.8,0,1,0
CUST-00245,29,25.75,748.22,month_to_month,electronic_check,none,2,,0,1,0
CUST-00246,2,39.51,78.46,one_year,bank_transfer,fiber_optic,0,153.6,1,1,0
CUST-00247,54,115.74,6289.33,month_to_month,credit_card,dsl,3,159.3,0,1,1
CUST-00248,14,53.3,742.88,month_to_month,electronic_check,dsl,2,60.9,0,1,0
CUST-00249,54,75.0,4019.7,one_year,bank_transfer,dsl,2,140.8,0,0,0
CUST-00250,53,58.43,3179.83,month_to_month,electronic_check,fiber_optic,2,114.6,0,0,0
CUST-00251,35,36.02,1224.25,two_year,electronic_check,fiber_optic,2,113.2,0,0,0
CUST-00252,70,94.71,6603.45,two_year,bank_transfer,none,0,,0,0,0
CUST-00253,58,22.26,1257.68,month_to_month,electronic_check,dsl,2,236.8,0,1,0
CUST-00254,19,117.79,2205.19,month_to_month,credit_card,fiber_optic,2,51.4,0,0,1
CUST-00255,5,30.29,147.67,two_year,mailed_check,fiber_optic,0,128.2,0,0,0
CUST-00256,17,32.69,544.23,month_to_month,electronic_check,fiber_optic,3,260.2,0,0,1
CUST-00257,30,55.38,1673.84,month_to_month,electronic_check,fiber_optic,3,73.6,1,1,1
CUST-00258,66,83.57,5480.1,one_year,electronic_check,fiber_optic,1,149.0,0,0,0
CUST-00259,5,42.94,209.86,month_to_month,credit_card,fiber_optic,0,92.6,0,1,1
CUST-00260,30,22.28,668.89,month_to_month,credit_card,dsl,1,106.4,0,0,0
CUST-00261,7,94.03,642.23,month_to_month,credit_card,fiber_optic,0,172.2,0,0,1
CUST-00262,23,111.05,2502.5,one_year,electronic_check,none,1,,0,0,0
CUST-00263,16,21.19,348.58,one_year,mailed_check,dsl,1,217.9,0,0,0
CUST-00264,41,42.17,1755.09,month_to_month,electronic_check,none,0,,0,0,0
CUST-00265,23,100.38,2342.95,month_to_month,mailed_check,dsl,0,168.0,0,0,0
CUST-00266,71,79.54,5589.46,two_year,electronic_check,dsl,0,164.2,0,0,0
CUST-00267,26,75.42,2010.27,month_to_month,electronic_check,fiber_optic,1,153.7,0,0,0
CUST-00268,11,75.03,844.45,month_to_month,bank_transfer,fiber_optic,0,50.1,0,1,1
CUST-00269,56,21.1,1191.36,month_to_month,electronic_check,none,3,,0,0,0
CUST-00270,40,82.62,3245.72,month_to_month,electronic_check,fiber_optic,2,243.4,0,0,1
CUST-00271,69,35.58,2388.7,month_to_month,electronic_check,dsl,5,51.9,0,0,1
CUST-00272,33,78.27,2539.01,one_year,credit_card,none,3,,0,0,0
CUST-00273,10,42.72,419.91,month_to_month,electronic_check,fiber_optic,2,99.3,0,1,1
CUST-00274,48,115.56,5586.47,two_year,credit_card,dsl,4,22.6,0,1,0
CUST-00275,38,55.09,2152.48,month_to_month,credit_card,fiber_optic,2,198.6,1,0,1
CUST-00276,28,96.34,2638.83,month_to_month,bank_transfer,none,2,,0,1,0
CUST-00277,54,62.01,3378.83,two_year,credit_card,none,4,,0,0,0
CUST-00278,32,109.4,3485.72,month_to_month,credit_card,none,2,,0,1,0
CUST-00279,70,55.6,3789.21,month_to_month,mailed_check,dsl,0,111.6,0,0,0
CUST-00280,59,82.01,4883.92,month_to_month,electronic_check,fiber_optic,5,78.0,0,1,0
CUST-00281,32,78.88,2498.61,month_to_month,electronic_check,dsl,2,105.3,0,0,1
CUST-00282,6,22.31,133.33,month_to_month,bank_transfer,fiber_optic,4,153.3,0,1,1
CUST-00283,43,115.39,4905.55,one_year,bank_transfer,dsl,1,63.3,0,0,0
CUST-00284,19,59.75,1108.0,two_year,electronic_check,fiber_optic,5,89.4,0,0,0
CUST-00285,28,24.68,682.28,one_year,bank_transfer,fiber_optic,1,122.1,1,1,0
CUST-00286,57,18.86,1097.81,two_year,electronic_check,dsl,0,86.9,0,0,0
CUST-00287,9,47.57,416.29,one_year,electronic_check,dsl,3,132.1,0,1,1
CUST-00288,68,48.03,3337.42,month_to_month,credit_card,fiber_optic,3,141.0,0,0,0
CUST-00289,25,79.59,1944.75,month_to_month,bank_transfer,fiber_optic,3,119.5,0,1,0
CUST-00290,12,92.88,1146.69,one_year,electronic_check,dsl,5,129.9,0,0,0
CUST-00291,17,98.34,1630.1,month_to_month,electronic_check,fiber_optic,1,104.0,0,1,1
CUST-00292,24,50.08,1205.13,month_to_month,bank_transfer,none,2,,0,1,0
CUST-00293,19,40.21,741.69,month_to_month,electronic_check,fiber_optic,3,118.9,0,0,1
CUST-00294,32,64.99,2125.34,month_to_month,bank_transfer,fiber_optic,0,124.6,0,0,0
CUST-00295,33,51.04,1731.75,month_to_month,electronic_check,dsl,4,82.2,1,0,0
CUST-00296,11,98.01,1061.38,one_year,mailed_check,dsl,0,169.4,0,0,0
CUST-00297,62,117.11,7256.9,two_year,bank_transfer,fiber_optic,0,101.1,0,1,0
CUST-00298,46,39.92,1794.23,one_year,bank_transfer,dsl,0,129.3,0,1,0
CUST-00299,42,115.65,4775.3,month_to_month,bank_transfer,none,1,,0,1,0
CUST-00300,6,73.61,440.37,month_to_month,credit_card,dsl,1,110.0,0,1,0
CUST-00301,23,52.68,1185.11,two_year,credit_card,dsl,1,170.9,0,0,0
CUST-00302,48,30.75,1463.58,two_year,electronic_check,dsl,1,123.0,0,0,0
CUST-00303,3,35.01,103.63,one_year,bank_transfer,fiber_optic,1,89.5,1,0,0
CUST-00304,35,63.82,2298.64,month_to_month,electronic_check,dsl,3,69.2,0,0,1
CUST-00305,40,64.49,2509.64,month_to_month,mailed_check,dsl,0,261.1,1,0,0
